M_H,M_K,M_J,M_NCD,M_P_RGB,M_P_L,Q_F,Size,Artist,Pntg_num,Genre,Size_tolerance,Artistic_style,true_label
0.42938,0.92789,0.93453,0.45788,0.240989,0.132079,75,532231,eugene-boudin,13,Genre painting,0.2,Impressionism,H
0.34448,0.89051,0.97998,0.37868,0.207805,0.052101,75,672000,ivan-shishkin,35,Landscape,0.2,Realism,H
0.38066,0.92718,0.87113,0.45382,0.237875,0.185137,75,650424,alfred-sisley,13,Landscape,0.2,Impressionism,H
0.3783,0.96523,0.91926,0.65876,0.263833,0.166957,31,527436,ivan-shishkin,80,Landscape,0.2,Realism,H
0.34992,0.94229,0.84092,0.55043,0.309501,0.301472,85,673000,ivan-aivazovsky,5,Landscape,0.2,Romanticism,H
0.36325,0.95543,0.79398,0.5837,0.308978,0.311991,75,632000,ivan-aivazovsky,46,Landscape,0.2,Romanticism,H
0.38043,0.91106,0.9079,0.41679,0.223608,0.138486,75,569268,eugene-boudin,9,Genre painting,0.2,Impressionism,H
0.45771,0.93039,0.90855,0.46861,0.254251,0.19092,75,698000,ilya-repin,64,Portrait,0.2,Realism,H
0.39487,0.90995,0.93124,0.40716,0.225412,0.131878,75,636000,ivan-shishkin,96,Landscape,0.2,Realism,H
0.74885,0.94151,0.91374,0.4911,0.24793,0.257544,75,658296,francisco-goya,39,Capriccio,0.2,Romanticism,H
0.45653,0.96754,0.81036,0.64938,0.332596,0.338104,75,628000,isaac-levitan,40,Landscape,0.2,Realism,H
0.54849,0.77022,0.85286,0.25526,0.260887,0.289786,100,584250,francisco-goya,36,Genre painting,0.2,Romanticism,H
0.42612,0.93409,0.90724,0.47932,0.281961,0.210743,75,588000,aleksey-savrasov,81,Landscape,0.2,Realism,H
0.6234,0.89638,0.9553,0.35948,0.155037,0.101274,75,648000,ivan-shishkin,24,Landscape,0.2,Realism,H
0.35146,0.89831,0.87449,0.38355,0.287702,0.208906,85,699000,ivan-aivazovsky,97,Landscape,0.2,Romanticism,H
0.61419,0.91081,0.93742,0.41713,0.161609,0.131253,75,529000,vasily-polenov,24,Religious painting,0.2,Realism,H
0.42119,0.70816,0.84151,0.21569,0.266714,0.256001,100,642744,camille-corot,85,Landscape,0.2,Realism,H
0.70011,0.96513,0.87958,0.60129,0.272178,0.23382,75,585000,isaac-levitan,79,Sketch and study,0.2,Realism,H
0.44085,0.96336,0.78567,0.61294,0.389703,0.382079,85,703000,ivan-aivazovsky,29,Marina,0.2,Romanticism,H
0.34381,0.92734,0.88172,0.48865,0.263548,0.219628,87,676080,ilya-repin,78,Self-portrait,0.2,Realism,H
0.40016,0.91113,0.8933,0.40654,0.265211,0.195268,75,532000,vasily-polenov,45,Landscape,0.2,Realism,H
0.37666,0.80819,0.88633,0.26874,0.283591,0.218889,97,479000,aleksey-savrasov,96,Landscape,0.2,Realism,H
0.38788,0.92071,0.88106,0.42525,0.282787,0.196928,75,637000,ivan-shishkin,77,Landscape,0.2,Realism,H
0.37613,0.91288,0.88652,0.41709,0.24241,0.166767,75,699000,aleksey-savrasov,38,Landscape,0.2,Realism,H
0.40952,0.91125,0.94503,0.42573,0.205593,0.111289,75,592000,ilya-repin,35,Landscape,0.2,Realism,H
0.32415,0.90475,0.93096,0.39836,0.24844,0.112615,75,663000,isaac-levitan,89,Cityscape,0.2,Realism,H
0.33808,0.9102,0.93979,0.42055,0.240944,0.135522,75,703000,aleksey-savrasov,93,Landscape,0.2,Realism,H
0.35172,0.9051,0.95667,0.41327,0.224975,0.104912,75,615000,ilya-repin,83,Cityscape,0.2,Realism,H
0.35881,0.91721,0.9407,0.43435,0.254663,0.13314,75,594616,eugene-boudin,2,Landscape,0.2,Impressionism,H
0.75761,0.97427,0.8358,0.66371,0.282696,0.292595,75,604000,isaac-levitan,49,Sketch and study,0.2,Realism,H
0.35416,0.91938,0.92011,0.44278,0.26536,0.154362,75,642000,aleksey-savrasov,30,Landscape,0.2,Realism,H
0.3938,0.94954,0.85715,0.57528,0.275611,0.22782,75,692784,camille-corot,74,Landscape,0.2,Realism,H
0.49242,0.89952,0.92128,0.36418,0.200511,0.135083,75,701000,ivan-shishkin,13,Landscape,0.2,Realism,H
0.35541,0.92566,0.87497,0.46298,0.266374,0.183854,75,618000,isaac-levitan,7,Landscape,0.2,Realism,H
0.44537,0.9439,0.9142,0.50723,0.25679,0.172355,75,686000,ilya-repin,67,Portrait,0.2,Realism,H
0.35282,0.90189,0.97396,0.41026,0.227322,0.07746,75,651000,vasily-polenov,18,Landscape,0.2,Realism,H
0.35105,0.91174,0.91945,0.41712,0.255709,0.152221,75,677000,ivan-shishkin,100,Landscape,0.2,Realism,H
0.39706,0.67336,0.88627,0.19901,0.271911,0.21909,100,700910,francisco-goya,56,Religious painting,0.2,Romanticism,H
0.30135,0.89436,0.97517,0.39436,0.238931,0.057544,75,700000,ivan-shishkin,70,Landscape,0.2,Realism,H
0.64247,0.92697,0.88222,0.45149,0.216875,0.21059,75,698000,vasily-polenov,94,Portrait,0.2,Realism,H
0.77321,0.93932,0.92305,0.48126,0.226156,0.238872,75,658296,francisco-goya,20,Capriccio,0.2,Romanticism,H
0.36547,0.92656,0.89954,0.46264,0.249322,0.156403,75,488800,alfred-sisley,97,Cityscape,0.2,Impressionism,H
0.37099,0.92755,0.88617,0.46488,0.261028,0.194955,75,511632,alfred-sisley,67,Landscape,0.2,Impressionism,H
0.60868,0.85424,0.98728,0.30439,0.099704,0.035305,75,703000,ivan-shishkin,48,Landscape,0.2,Realism,H
0.40592,0.90514,0.91555,0.40481,0.227499,0.147939,75,660000,ilya-repin,57,Portrait,0.2,Realism,H
0.76801,0.93636,0.92139,0.4618,0.240727,0.250681,75,658296,francisco-goya,32,Capriccio,0.2,Romanticism,H
0.4771,0.93923,0.90647,0.49501,0.240155,0.17215,75,703000,ilya-repin,24,Portrait,0.2,Realism,H
0.37933,0.93035,0.85002,0.46724,0.270939,0.218576,75,679000,aleksey-savrasov,16,Landscape,0.2,Realism,H
0.41624,0.93185,0.92922,0.48555,0.26427,0.163695,75,597000,ilya-repin,63,Portrait,0.2,Realism,H
0.31842,0.8923,0.9529,0.36242,0.264441,0.102402,75,674634,alfred-sisley,40,Cityscape,0.2,Impressionism,H
0.36366,0.94647,0.83865,0.5434,0.323981,0.279112,85,630000,ivan-aivazovsky,79,Marina,0.2,Romanticism,H
0.42934,0.97029,0.81908,0.67187,0.331591,0.318107,75,629000,ivan-aivazovsky,81,Marina,0.2,Romanticism,H
0.40299,0.90849,0.90323,0.41538,0.262492,0.172996,85,637000,ivan-aivazovsky,16,Marina,0.2,Romanticism,H
0.45317,0.94797,0.87786,0.53596,0.310922,0.245458,85,639000,ivan-aivazovsky,61,Landscape,0.2,Romanticism,H
0.36474,0.92658,0.92027,0.46219,0.274642,0.156011,75,633000,isaac-levitan,68,Landscape,0.2,Realism,H
0.77099,0.94004,0.93047,0.47286,0.225453,0.236898,75,658296,francisco-goya,100,Capriccio,0.2,Romanticism,H
0.58106,0.90576,0.92119,0.39397,0.183631,0.122024,75,664000,ilya-repin,11,Genre painting,0.2,Realism,H
0.37392,0.93539,0.88994,0.48503,0.271491,0.158338,75,523200,alfred-sisley,55,Landscape,0.2,Impressionism,H
0.37096,0.92701,0.90594,0.47613,0.252557,0.173784,75,593000,ilya-repin,90,History painting,0.2,Realism,H
0.36858,0.90857,0.95797,0.41939,0.227752,0.117843,75,682000,vasily-polenov,11,Cityscape,0.2,Realism,H
0.2841,0.88802,0.97654,0.37876,0.265917,0.062572,75,586000,ivan-shishkin,21,Landscape,0.2,Realism,H
0.67896,0.90976,0.95698,0.39948,0.114629,0.120472,75,679000,ivan-shishkin,25,Landscape,0.2,Realism,H
0.38365,0.94923,0.89915,0.56175,0.27134,0.195485,75,627300,isaac-levitan,45,Landscape,0.2,Realism,H
0.38757,0.66149,0.8779,0.18924,0.263504,0.185404,100,512008,eugene-boudin,48,Genre painting,0.2,Impressionism,H
0.36842,0.93355,0.88473,0.49831,0.243162,0.186606,75,526400,alfred-sisley,87,Landscape,0.2,Impressionism,H
0.38336,0.94471,0.90356,0.53443,0.243186,0.18786,75,681138,eugene-boudin,57,Marina,0.2,Impressionism,H
0.77702,0.95123,0.9112,0.53461,0.262298,0.279567,75,658296,francisco-goya,9,Capriccio,0.2,Romanticism,H
0.35273,0.93724,0.89131,0.50461,0.289857,0.182618,75,632000,isaac-levitan,10,Landscape,0.2,Realism,H
0.38621,0.93912,0.88296,0.50567,0.275316,0.198891,75,498400,eugene-boudin,22,Genre painting,0.2,Impressionism,H
0.32206,0.92745,0.8903,0.46409,0.252572,0.176403,75,651240,alfred-sisley,28,Landscape,0.2,Impressionism,H
0.40166,0.65145,0.93171,0.19231,0.20962,0.138331,100,676728,camille-corot,80,Landscape,0.2,Realism,H
0.44221,0.95485,0.78045,0.56387,0.341342,0.34421,85,669000,ivan-aivazovsky,18,Landscape,0.2,Romanticism,H
0.36092,0.93863,0.8623,0.52045,0.273131,0.248246,75,681000,ilya-repin,65,Portrait,0.2,Realism,H
0.39141,0.67544,0.86753,0.19865,0.259743,0.217564,100,543293,camille-corot,31,Landscape,0.2,Realism,H
0.34217,0.90843,0.89366,0.41274,0.254134,0.148768,75,648261,alfred-sisley,33,Landscape,0.2,Impressionism,H
0.3883,0.91438,0.86565,0.41953,0.257472,0.239352,92,686000,camille-corot,89,Cityscape,0.2,Realism,H
0.36232,0.9378,0.89864,0.52363,0.277169,0.189424,75,497000,ilya-repin,50,Portrait,0.2,Realism,H
0.30616,0.90111,0.95626,0.40221,0.280939,0.10729,75,520800,alfred-sisley,39,Landscape,0.2,Impressionism,H
0.39338,0.92084,0.9224,0.44509,0.257655,0.165217,75,526000,vasily-polenov,63,Landscape,0.2,Realism,H
0.38978,0.95301,0.88678,0.57884,0.28616,0.21204,83,695520,ivan-aivazovsky,76,Marina,0.2,Romanticism,H
0.3957,0.94143,0.84626,0.52637,0.274471,0.241232,75,593000,aleksey-savrasov,35,Landscape,0.2,Realism,H
0.54025,0.95186,0.87886,0.54942,0.251948,0.217275,67,687700,francisco-goya,15,Genre painting,0.2,Romanticism,H
0.39276,0.95319,0.83684,0.56179,0.279723,0.247438,75,560000,isaac-levitan,64,Landscape,0.2,Realism,H
0.32019,0.93677,0.92606,0.51677,0.252386,0.140336,65,570066,alfred-sisley,3,Landscape,0.2,Impressionism,H
0.74501,0.93483,0.93445,0.46755,0.227259,0.236878,75,658296,francisco-goya,5,Capriccio,0.2,Romanticism,H
0.3742,0.94984,0.86798,0.54791,0.282345,0.216327,75,657000,isaac-levitan,46,Landscape,0.2,Realism,H
0.38927,0.91852,0.9311,0.43322,0.27965,0.148559,75,667000,ilya-repin,66,Portrait,0.2,Realism,H
0.61483,0.90546,0.95245,0.38384,0.162397,0.088269,75,639000,ilya-repin,18,Sketch and study,0.2,Realism,H
0.36171,0.9461,0.81767,0.54592,0.329772,0.320885,85,686000,ivan-aivazovsky,60,Cityscape,0.2,Romanticism,H
0.48814,0.97784,0.89602,0.73663,0.29158,0.187192,25,653106,eugene-boudin,85,Landscape,0.2,Impressionism,H
0.30564,0.92345,0.9339,0.47067,0.280236,0.174133,75,641000,isaac-levitan,87,Landscape,0.2,Realism,H
0.3416,0.88932,0.96929,0.37361,0.218112,0.074185,75,697000,ivan-shishkin,43,Landscape,0.2,Realism,H
0.77516,0.94306,0.90959,0.4932,0.24041,0.251783,75,658296,francisco-goya,49,Capriccio,0.2,Romanticism,H
0.48647,0.93816,0.83707,0.48742,0.275254,0.238368,75,680969,eugene-boudin,67,Cityscape,0.2,Impressionism,H
0.37928,0.9035,0.91334,0.39749,0.220109,0.139201,75,663000,ivan-shishkin,61,Landscape,0.2,Realism,H
0.3539,0.91032,0.94927,0.4272,0.238248,0.112456,75,566000,isaac-levitan,36,Landscape,0.2,Realism,H
0.38685,0.91718,0.88439,0.44038,0.250854,0.179883,75,510000,ilya-repin,77,Genre painting,0.2,Realism,H
0.39413,0.97,0.82618,0.66161,0.341186,0.317852,70,706353,ivan-aivazovsky,72,Marina,0.2,Romanticism,H
0.35752,0.92063,0.91279,0.45268,0.248231,0.16329,75,645000,vasily-polenov,79,Portrait,0.2,Realism,H
0.30539,0.87142,0.95405,0.33186,0.259727,0.091922,75,574906,alfred-sisley,60,Landscape,0.2,Impressionism,H
0.44104,0.93075,0.91502,0.46562,0.260566,0.174896,75,505000,vasily-polenov,89,Landscape,0.2,Realism,H
0.35966,0.91491,0.892,0.41797,0.247106,0.164502,75,652866,alfred-sisley,71,Landscape,0.2,Impressionism,H
0.39895,0.94022,0.85477,0.50345,0.268452,0.230059,75,603396,camille-corot,76,Landscape,0.2,Realism,H
0.4334,0.93238,0.88633,0.48121,0.225092,0.182289,75,664000,aleksey-savrasov,48,Landscape,0.2,Realism,H
0.35537,0.91392,0.91526,0.42468,0.268049,0.167648,75,541000,vasily-polenov,67,Landscape,0.2,Realism,H
0.52377,0.92586,0.94679,0.44617,0.170282,0.095168,75,581000,aleksey-savrasov,29,Sketch and study,0.2,Realism,H
0.67498,0.86197,0.978,0.31173,0.055846,0.058708,75,674000,ivan-shishkin,59,Landscape,0.2,Realism,H
0.28879,0.8899,0.93825,0.37438,0.257815,0.114121,75,678240,alfred-sisley,65,Landscape,0.2,Impressionism,H
0.3403,0.88828,0.98387,0.3793,0.216373,0.042873,75,656000,ivan-shishkin,1,Landscape,0.2,Realism,H
0.32801,0.90923,0.95539,0.42617,0.227783,0.103114,75,696000,ivan-shishkin,79,Landscape,0.2,Realism,H
0.49282,0.84627,0.8528,0.30193,0.325546,0.306025,100,574000,francisco-goya,14,Portrait,0.2,Romanticism,H
0.37924,0.93988,0.83433,0.49534,0.291692,0.256646,75,684000,vasily-polenov,84,Landscape,0.2,Realism,H
0.34628,0.92387,0.91708,0.45575,0.236828,0.15417,75,677331,eugene-boudin,64,Sketch and study,0.2,Impressionism,H
0.42453,0.95418,0.74492,0.55151,0.364978,0.387996,85,640000,ivan-aivazovsky,4,Landscape,0.2,Romanticism,H
0.38912,0.9185,0.89341,0.44707,0.226695,0.182726,75,694564,camille-corot,18,Landscape,0.2,Realism,H
0.44713,0.93105,0.85995,0.4734,0.227866,0.209519,75,567008,camille-corot,57,Landscape,0.2,Realism,H
0.39655,0.9333,0.90019,0.48633,0.241933,0.188071,75,684000,aleksey-savrasov,19,Landscape,0.2,Realism,H
0.34075,0.93173,0.90516,0.48671,0.268509,0.171222,75,516000,alfred-sisley,88,Landscape,0.2,Impressionism,H
0.4342,0.68351,0.87705,0.1992,0.259779,0.188925,100,513900,eugene-boudin,19,Cityscape,0.2,Impressionism,H
0.38337,0.82906,0.8139,0.31578,0.322852,0.338966,99,657000,ivan-aivazovsky,91,Cityscape,0.2,Romanticism,H
0.72785,0.93493,0.90029,0.44387,0.243125,0.226314,75,663000,isaac-levitan,38,Sketch and study,0.2,Realism,H
0.49074,0.90422,0.92017,0.38014,0.206043,0.144923,75,583000,ivan-shishkin,63,Landscape,0.2,Realism,H
0.48267,0.96072,0.82426,0.62851,0.327837,0.300969,75,482000,isaac-levitan,12,Landscape,0.2,Realism,H
0.35697,0.92386,0.88796,0.39545,0.245556,0.202487,91,696000,camille-corot,56,Landscape,0.2,Realism,H
0.36115,0.9396,0.89717,0.514,0.262667,0.198223,80,665632,eugene-boudin,36,Cityscape,0.2,Impressionism,H
0.69795,0.96105,0.87264,0.58737,0.247606,0.20667,75,579000,isaac-levitan,51,Landscape,0.2,Realism,H
0.41747,0.94724,0.81233,0.52847,0.360023,0.354104,85,635000,ivan-aivazovsky,55,Landscape,0.2,Romanticism,H
0.45877,0.95458,0.90792,0.58069,0.274756,0.1892,75,675000,isaac-levitan,34,Landscape,0.2,Realism,H
0.35162,0.91241,0.88726,0.40792,0.278431,0.184063,75,697000,vasily-polenov,62,Landscape,0.2,Realism,H
0.37009,0.89165,0.97349,0.37885,0.198078,0.059701,75,669000,ilya-repin,26,Landscape,0.2,Realism,H
0.37477,0.9289,0.89563,0.46351,0.281465,0.179033,75,485600,alfred-sisley,26,Landscape,0.2,Impressionism,H
0.34832,0.91129,0.95899,0.42869,0.234147,0.113044,75,640000,vasily-polenov,25,Interior,0.2,Realism,H
0.39724,0.93475,0.93413,0.40928,0.255871,0.149912,91,621000,eugene-boudin,4,Landscape,0.2,Impressionism,H
0.37488,0.88733,0.91665,0.35798,0.213931,0.115143,75,655000,aleksey-savrasov,2,Landscape,0.2,Realism,H
0.3368,0.91332,0.94417,0.42638,0.247368,0.143144,75,690000,vasily-polenov,87,Cityscape,0.2,Realism,H
0.41498,0.90617,0.94454,0.40672,0.20509,0.102062,75,678000,vasily-polenov,64,Cityscape,0.2,Realism,H
0.3691,0.92207,0.85267,0.44001,0.267189,0.215383,75,508000,ilya-repin,96,Genre painting,0.2,Realism,H
0.6875,0.89148,0.97308,0.36242,0.075197,0.079325,75,684000,ivan-shishkin,33,Landscape,0.2,Realism,H
0.52319,0.79035,0.86962,0.2562,0.245492,0.226041,99,534976,ilya-repin,86,Portrait,0.2,Realism,H
0.39252,0.93441,0.95871,0.49922,0.224086,0.103804,75,670000,isaac-levitan,81,Landscape,0.2,Realism,H
0.3505,0.95617,0.83251,0.60924,0.316577,0.317905,85,630000,ivan-aivazovsky,66,Marina,0.2,Romanticism,H
0.47987,0.9309,0.91993,0.47797,0.206766,0.15158,75,624000,vasily-polenov,78,Sketch and study,0.2,Realism,H
0.35726,0.90029,0.904,0.40985,0.281139,0.150939,75,666900,alfred-sisley,59,Landscape,0.2,Impressionism,H
0.39762,0.67979,0.85392,0.19687,0.263266,0.22301,100,613088,eugene-boudin,66,Cityscape,0.2,Impressionism,H
0.35089,0.94981,0.83578,0.54383,0.292992,0.244039,75,482400,alfred-sisley,63,Landscape,0.2,Impressionism,H
0.64837,0.96447,0.87856,0.62482,0.242137,0.194654,52,602550,francisco-goya,99,Capriccio,0.2,Romanticism,H
0.37993,0.94134,0.8285,0.51436,0.335079,0.290577,85,698000,ivan-aivazovsky,73,Marina,0.2,Romanticism,H
0.30815,0.90366,0.96243,0.40756,0.260594,0.079567,75,535200,alfred-sisley,49,Landscape,0.2,Impressionism,H
0.71933,0.9125,0.96093,0.4017,0.078014,0.08368,75,626000,ivan-shishkin,55,Sketch and study,0.2,Realism,H
0.36653,0.93431,0.94559,0.50713,0.229847,0.156746,75,670344,camille-corot,16,Cityscape,0.2,Realism,H
0.40919,0.91627,0.87598,0.42798,0.226159,0.182625,75,642880,camille-corot,12,Landscape,0.2,Realism,H
0.62519,0.90338,0.92092,0.38513,0.187551,0.144048,75,698000,vasily-polenov,70,Landscape,0.2,Realism,H
0.36891,0.91829,0.87623,0.4441,0.2645,0.195102,75,534400,alfred-sisley,32,Landscape,0.2,Impressionism,H
0.35794,0.89792,0.94088,0.39367,0.229226,0.111724,75,624000,ivan-shishkin,4,Landscape,0.2,Realism,H
0.32357,0.87166,0.99205,0.34422,0.223128,0.030273,75,687000,ivan-shishkin,31,Landscape,0.2,Realism,H
0.42281,0.92092,0.92155,0.43083,0.267316,0.161357,75,679000,ilya-repin,49,Portrait,0.2,Realism,H
0.31299,0.93105,0.89952,0.48739,0.292608,0.190395,75,556000,ilya-repin,6,History painting,0.2,Realism,H
0.31696,0.8968,0.92656,0.37188,0.277364,0.127421,75,683000,alfred-sisley,6,Landscape,0.2,Impressionism,H
0.47133,0.82491,0.86556,0.25165,0.345812,0.254359,99,630000,ivan-aivazovsky,59,Marina,0.2,Romanticism,H
0.39248,0.94654,0.90784,0.53349,0.299224,0.205229,75,698000,isaac-levitan,28,Landscape,0.2,Realism,H
0.75316,0.94022,0.92393,0.48306,0.237964,0.248837,75,658296,francisco-goya,83,Capriccio,0.2,Romanticism,H
0.36835,0.94627,0.85526,0.53761,0.281921,0.236612,75,607054,eugene-boudin,80,Landscape,0.2,Impressionism,H
0.41157,0.94345,0.86301,0.51841,0.316624,0.278181,85,657000,ivan-aivazovsky,56,Marina,0.2,Romanticism,H
0.46915,0.90486,0.92478,0.39152,0.235963,0.160613,75,693000,aleksey-savrasov,47,Landscape,0.2,Realism,H
0.75447,0.9345,0.92468,0.45574,0.227945,0.238098,75,658296,francisco-goya,17,Capriccio,0.2,Romanticism,H
0.75063,0.9355,0.90486,0.46674,0.246346,0.258116,75,658296,francisco-goya,4,Capriccio,0.2,Romanticism,H
0.35893,0.93736,0.87978,0.50307,0.256216,0.196361,75,522625,eugene-boudin,71,Landscape,0.2,Impressionism,H
0.39383,0.94088,0.87475,0.52355,0.257967,0.216278,75,690050,camille-corot,49,Landscape,0.2,Realism,H
0.42284,0.92222,0.8788,0.43911,0.24438,0.202952,75,549000,vasily-polenov,35,Landscape,0.2,Realism,H
0.38478,0.6582,0.87607,0.19463,0.256565,0.19965,100,588588,eugene-boudin,23,Cityscape,0.2,Impressionism,H
0.36324,0.87591,0.90288,0.35758,0.269735,0.195636,93,591056,camille-corot,30,Cityscape,0.2,Realism,H
0.28282,0.87217,0.95318,0.34177,0.262939,0.083776,75,660000,ivan-shishkin,14,Landscape,0.2,Realism,H
0.5672,0.96559,0.81638,0.62638,0.332103,0.317747,75,704224,ivan-aivazovsky,35,Portrait,0.2,Romanticism,H
0.69465,0.93863,0.93728,0.47598,0.190374,0.121732,75,703000,ilya-repin,22,Sketch and study,0.2,Realism,H
0.2887,0.88546,0.96549,0.36348,0.260571,0.089702,75,687000,vasily-polenov,36,Genre painting,0.2,Realism,H
0.39943,0.92399,0.89216,0.44041,0.268648,0.178037,75,535724,eugene-boudin,14,Genre painting,0.2,Impressionism,H
0.38231,0.9461,0.82365,0.53367,0.291402,0.279962,75,693190,camille-corot,68,Cityscape,0.2,Realism,H
0.3803,0.93712,0.87708,0.51132,0.266313,0.213617,75,573036,camille-corot,52,Cityscape,0.2,Realism,H
0.38086,0.9454,0.9106,0.54044,0.284623,0.193747,75,518232,camille-corot,96,Landscape,0.2,Realism,H
0.74986,0.94093,0.91016,0.48407,0.248656,0.262956,75,658296,francisco-goya,90,Capriccio,0.2,Romanticism,H
0.59609,0.95326,0.88517,0.55509,0.26016,0.232671,75,661000,isaac-levitan,27,Sketch and study,0.2,Realism,H
0.39617,0.90181,0.92762,0.39078,0.196768,0.119396,75,699000,ivan-shishkin,7,Landscape,0.2,Realism,H
0.34455,0.91952,0.92754,0.45593,0.237457,0.149339,80,625664,eugene-boudin,43,Marina,0.2,Impressionism,H
0.50928,0.95852,0.91605,0.59623,0.239629,0.186345,67,615550,francisco-goya,93,Capriccio,0.2,Romanticism,H
0.47888,0.91501,0.93299,0.42293,0.17453,0.10637,75,671000,aleksey-savrasov,79,Landscape,0.2,Realism,H
0.36771,0.97398,0.85824,0.71298,0.320175,0.23174,31,518320,aleksey-savrasov,1,Landscape,0.2,Realism,H
0.30823,0.91529,0.90765,0.43191,0.27299,0.143852,75,519200,alfred-sisley,25,Landscape,0.2,Impressionism,H
0.38375,0.95333,0.84053,0.57617,0.284076,0.2694,75,589000,isaac-levitan,83,Landscape,0.2,Realism,H
0.4224,0.94125,0.91795,0.50556,0.230605,0.163389,75,523488,eugene-boudin,58,Marina,0.2,Impressionism,H
0.7596,0.94418,0.89989,0.49815,0.258545,0.271529,75,658296,francisco-goya,89,Capriccio,0.2,Romanticism,H
0.38176,0.90864,0.91637,0.4114,0.233332,0.136646,75,695000,vasily-polenov,27,Landscape,0.2,Realism,H
0.39342,0.91751,0.93585,0.42945,0.220589,0.141755,75,703000,eugene-boudin,72,Marina,0.2,Impressionism,H
0.38962,0.88235,0.92084,0.35583,0.200374,0.12145,75,672000,vasily-polenov,33,Landscape,0.2,Realism,H
0.38153,0.64332,0.89778,0.18457,0.247784,0.153513,100,599633,alfred-sisley,82,Landscape,0.2,Impressionism,H
0.43836,0.69059,0.87741,0.20801,0.23535,0.202247,100,536723,francisco-goya,43,Genre painting,0.2,Romanticism,H
0.3269,0.86719,0.98181,0.33808,0.219856,0.040217,75,656000,ilya-repin,38,Portrait,0.2,Realism,H
0.4359,0.93297,0.95492,0.47868,0.216489,0.135964,75,576306,eugene-boudin,68,Marina,0.2,Impressionism,H
0.399,0.93838,0.86211,0.48238,0.275154,0.244016,75,665000,ivan-shishkin,2,Landscape,0.2,Realism,H
0.39053,0.89783,0.97397,0.38797,0.174131,0.056832,75,655000,ivan-shishkin,41,Landscape,0.2,Realism,H
0.75119,0.9342,0.93045,0.45678,0.230164,0.240847,75,658296,francisco-goya,96,Capriccio,0.2,Romanticism,H
0.46337,0.93773,0.89452,0.50207,0.271245,0.181578,75,637908,camille-corot,61,Portrait,0.2,Realism,H
0.38631,0.9244,0.93504,0.44981,0.248952,0.14818,75,646017,eugene-boudin,79,Landscape,0.2,Impressionism,H
0.41311,0.93018,0.89511,0.47635,0.247171,0.188942,75,572232,camille-corot,41,Landscape,0.2,Realism,H
0.28171,0.85817,0.99378,0.32581,0.251355,0.033173,75,707040,alfred-sisley,37,Landscape,0.2,Impressionism,H
0.379,0.95258,0.79528,0.56514,0.345021,0.337481,85,633000,ivan-aivazovsky,93,Landscape,0.2,Romanticism,H
0.34427,0.92637,0.88655,0.44499,0.308649,0.204505,75,634000,vasily-polenov,83,Landscape,0.2,Realism,H
0.38895,0.89744,0.95956,0.37836,0.213779,0.080537,75,654000,ivan-shishkin,17,Landscape,0.2,Realism,H
0.45857,0.94479,0.87582,0.53881,0.23117,0.208196,75,691311,camille-corot,5,Landscape,0.2,Realism,H
0.35914,0.95638,0.77825,0.58893,0.336449,0.341682,75,634000,ivan-aivazovsky,62,Landscape,0.2,Romanticism,H
0.40839,0.94891,0.86249,0.57448,0.24842,0.213519,65,680520,camille-corot,94,Landscape,0.2,Realism,H
0.38988,0.90753,0.8303,0.40442,0.261013,0.237279,92,688896,alfred-sisley,31,Landscape,0.2,Impressionism,H
0.39283,0.94232,0.87187,0.51488,0.265426,0.208176,75,559622,eugene-boudin,100,Genre painting,0.2,Impressionism,H
0.76722,0.94443,0.88433,0.49783,0.26504,0.280186,75,658296,francisco-goya,91,Capriccio,0.2,Romanticism,H
0.41044,0.93896,0.91262,0.49195,0.26336,0.198324,75,559521,camille-corot,35,Cityscape,0.2,Realism,H
0.65085,0.89506,0.96705,0.37419,0.111115,0.072809,75,607000,vasily-polenov,23,Religious painting,0.2,Realism,H
0.41609,0.96955,0.82619,0.66168,0.308458,0.284603,50,657280,ivan-aivazovsky,9,Marina,0.2,Romanticism,H
0.3419,0.96292,0.89416,0.61835,0.297924,0.206798,70,663680,ivan-aivazovsky,78,Marina,0.2,Romanticism,H
0.69839,0.9448,0.89845,0.52117,0.186302,0.199856,75,655025,isaac-levitan,25,Genre painting,0.2,Realism,H
0.38382,0.93696,0.90772,0.50509,0.26049,0.174774,75,512800,alfred-sisley,5,Cityscape,0.2,Impressionism,H
0.42694,0.95284,0.85878,0.54541,0.28514,0.238154,75,634600,eugene-boudin,42,Landscape,0.2,Impressionism,H
0.45955,0.91952,0.94161,0.45319,0.186358,0.106829,75,502516,vasily-polenov,32,Genre painting,0.2,Realism,H
0.35893,0.92595,0.92094,0.47367,0.252614,0.135055,75,512000,isaac-levitan,97,Landscape,0.2,Realism,H
0.38099,0.94367,0.89626,0.52341,0.262775,0.194937,75,683000,isaac-levitan,77,Cityscape,0.2,Realism,H
0.31656,0.93006,0.91786,0.47407,0.282782,0.152365,75,607000,isaac-levitan,88,Landscape,0.2,Realism,H
0.34618,0.39845,0.92151,0.17986,0.236956,0.170655,99,628000,camille-corot,66,Cityscape,0.2,Realism,H
0.44482,0.9132,0.94281,0.4184,0.209084,0.108089,75,687800,eugene-boudin,33,Marina,0.2,Impressionism,H
0.49207,0.96215,0.79367,0.61617,0.338774,0.341911,85,651000,ivan-aivazovsky,44,Marina,0.2,Romanticism,H
